name,population,longitude,latitude
Stare Juchy,1800,22.17367,53.92198
Sońsk,881,20.69901,52.78164
Sokoły,1450,22.7005,52.99314
Rzepedź,1400,22.11174,49.36997
Rudna Wielka,1318,21.94759,50.08799
Rudna Mała,1023,21.96021,50.09889
Rokitno,747,23.29514,52.12142
Rejowiec,2114,23.28192,51.09134
Rajgród,1732,22.70515,53.73102
Radziejowice,546,20.5477,52.00834
Przecław,1599,21.48007,50.19339
Poświętne,412,20.36453,51.53203
Pilawa,4278,21.53089,51.95945
Crystal Lake,5514,-81.90841,28.03558
Harlem Heights,1975,-81.92787,26.51619
Inverness,7233,-82.33037,28.83582
Ocean City,5550,-86.61356,30.44103
Scott Lake,14425,-80.23199,25.94148
Seffner,7579,-82.27565,27.98363
South Patrick Shores,5875,-80.6095,28.20223
Starke,5397,-82.10983,29.94413
Sugarmill Woods,8287,-82.50621,28.73221
Washington Park,1672,-80.18116,26.13259
Edison,1478,-84.73825,31.55823
Forest Park,19383,-84.36909,33.62205
Hiawassee,906,-83.75739,34.94926
Raoul,2558,-83.59434,34.44954
Riverdale,15989,-84.41326,33.57261
Thunderbolt,2622,-81.04983,32.03354
Trenton,2238,-85.50913,34.87202
Auburn,4793,-89.74649,39.59172
Carmi,5119,-88.15865,38.09088
Casey,2709,-87.99253,39.2992
Elizabethtown,287,-88.30504,37.44588
Georgetown,3363,-87.63585,39.97531
Harristown,1332,-89.08397,39.85393
Mount Sterling,1968,-90.76346,39.98727
Highland,4489,-87.57307,38.03976
Orleans,2129,-86.45166,38.66172
Osgood,1610,-85.29163,39.12922
Rockville,2545,-87.22918,39.76254
Shoals,782,-86.79111,38.66644
Speedway,12127,-86.26721,39.80227
Atchison,10712,-95.12164,39.56305
Basehor,5402,-94.93858,39.14167
Cherryvale,2230,-95.55248,37.27034
Erie,1105,-95.24331,37.56811
Eureka,2450,-96.28917,37.82392
Lenexa,52490,-94.73357,38.95362
Neodesha,2357,-95.68026,37.41839
Roeland Park,6827,-94.63218,39.03751
Wamego,4627,-96.305,39.20194
Beattyville,1244,-83.70686,37.57175
Elsmere,8536,-84.60467,39.01256
Louisville,243639,-85.75941,38.25424
Nortonville,1190,-87.45278,37.19088
Pine Knot,1621,-84.43855,36.65091
Bayou Gauche,2071,-90.41314,29.78743
Benton,2015,-93.74185,32.69487
Bridge City,7706,-90.17007,29.93326
Brownsville,4317,-92.1543,32.48709
Chalmette,16751,-89.96537,29.94296
Lake Providence,3715,-91.17098,32.80499
Leesville,6333,-93.261,31.14352
Mamou,3181,-92.4193,30.63381
Montz,1918,-90.46869,30.00687
New Sarpy,1464,-90.38963,29.97817
Norco,3074,-90.4123,29.99909
Oakdale,7710,-92.66042,30.81603
Saint Francisville,1765,-91.3765,30.7799
Schriever,6853,-90.81037,29.74215
West Monroe,12966,-92.14764,32.51848
Cambridge,12507,-76.07883,38.56317
Fairmount Heights,1570,-76.91553,38.90095
Hagerstown,40432,-77.71999,39.64176
Owings,2149,-76.60135,38.71762
Smithsburg,2998,-77.57277,39.65482
Benton,863,-89.56258,37.09783
Bloomfield,1903,-89.92926,36.88589
Breckenridge Hills,4715,-90.36734,38.7145
Calverton Park,1293,-90.31373,38.76477
Caruthersville,5930,-89.65564,36.19312
Sangat,4608,123.6896,10.136
San Gabriel,5065,123.1,13.56667
San Antonio,2646,122.45,10.8
Samboan,3645,123.3069,9.5276
Salay,6428,124.78917,8.85917
Sadsadan,2842,120.8667,16.9333
Rizal,7577,123.91417,12.97722
Robonkon,2494,123.4187,7.7535
Quezon,18451,120.8147,15.5512
Parabcan,4491,123.745,13.7088
Placer,5969,123.9184,11.8687
Pilar,17831,120.56528,14.66
Pawican,3158,123.9706,12.0741
Patonan,2509,123.4723,10.56816
Paraiso,30494,123.3627,10.8849
Panikihan,2424,122.131,13.9083
Pangpang,2021,125.074,12.5692
Pañgobilian,7178,117.85944,8.80111
Panglao,6854,123.74583,9.57806
Pambuhan,2526,123.0837,13.9736
Palaroo,2409,124.483,11.4056
Pacol,19839,122.81667,10.45
Ondoy,2041,122.12611,11.81917
Numancia,0,122.3284,11.7059
Noling,2989,124.09981,6.65984
Narvacan,3019,120.4753,17.4175
Naisud,2499,122.1939,11.8058
Nagbacalan,2778,120.5235,18.1159
Murcia,17448,123.0417,10.60516
Morales,2600,122.3764,11.5456
Minanga Norte,2191,121.78533,17.45233
Milaor,8809,123.1772,13.5961
Miaray,3190,125.04444,7.57472
Maypangdan,2342,125.45028,11.65194
Maugat West,2613,121.28276,13.8613
Masiu,0,124.3175,7.81167
Mandaluyong City,425758,121.0409,14.5832
Malilipot,33593,123.7385,13.3188
Malbug,2614,123.3402,9.7327
Malbang,2448,125.04528,5.85556
Magnaga,7644,125.8931,7.1694
Magbay,3248,121.08991,12.41014
Magallon Cadre,3622,123.0922,10.2885
Macarse,2311,120.77476,15.42495
Macabugos,2561,123.3053,13.2362
Macabuboni,2461,119.7802,16.1909
Mabasa,2242,121.1262,16.321
Mabalacat City,188050,120.57117,15.22303
Lunen,2416,124.90477,6.35911
Lucero,2155,122.46431,11.4542
Lucban,2574,121.43082,18.33644
Lourdes,2370,120.8511,15.0193
Lourdes,11155,120.68333,14.96667
Looc,3389,121.9926,12.2605
Lobong,3641,120.4704,16.0815
Lintangan,3211,121.952,7.21554
Ligao,10295,123.51924,13.21697
Las Piñas,590000,120.98278,14.45056
Lantangan,3103,123.3256,11.5882
Languyan,8900,120.0807,5.2618
Lamitan,3241,125.70222,6.08722
Kayapa,0,120.8867,16.3592
Gjilan,51912,21.46986,42.46045
Bidbadah,0,44.7,15.425
Abs,0,43.19725,16.00295
Shiḩan as Suflá,0,52.48925,17.76999
Mukayrās,0,45.67074,13.94427
Mawza‘,0,43.50993,13.26831
Mafḩaq,0,43.90304,15.10162
Ḩabābah,0,43.87563,15.54418
Dhamār,160114,44.40514,14.54274
As Sayyānī,0,44.17395,13.84266
Kirsh,0,44.49046,13.36473
Al Ghayz̧ah,10948,52.17605,16.20787
Al Bayda,37821,45.57272,13.98523
Jadder Cemetery,10000,44.17787,15.467
Thabazimbi,10365,27.41155,-24.59165
Stutterheim,35510,27.42396,-32.57076
Riversdale,16176,21.25725,-34.09345
Port Elizabeth,967677,25.61494,-33.96109
Nigel,140644,28.47713,-26.43138
Ilinge,10899,27.04267,-31.97676
Bochum,12000,29.13964,-23.28609
Cape Town,4710000,18.42322,-33.92584
Eden Glen Ext 60,5494,28.165,-26.12593
Isoka,13122,32.63353,-10.16062
Chibombo,4477,28.07057,-14.65685
Penhalonga,7681,32.69781,-18.89112
Nyazura,2110,32.16796,-18.70587
Karoi,34200,29.69247,-16.80993
Glendale,9768,31.06718,-17.35514
Banket,9641,30.4,-17.38333
Daytona Beach Shores,4389,-80.98283,29.17609
Golden Glades,33145,-80.20033,25.91176
Green Cove Springs,7277,-81.67815,29.99191
Hiland Park,1105,-85.62687,30.20103
Kendale Lakes,56148,-80.407,25.70816
Melbourne Beach,3219,-80.56033,28.06835
Palm City,23120,-80.26616,27.16783
Punta Rassa,1750,-82.01231,26.48786
Silver Lake,1879,-81.79841,28.84193
Temple Terrace,25731,-82.38926,28.0353
Wabasso Beach,1853,-80.39894,27.76475
Adairsville,4778,-84.93411,34.3687
Calhoun,16309,-84.95105,34.50259
Powder Springs,14826,-84.68382,33.85955
Preston,419,-84.53742,32.06599
Thomson,6689,-82.50457,33.47069
Międzyrzecz,18669,15.57801,52.44461
Lipno,1176,16.56708,51.91722
Tohanu Nou,1393,25.38622,45.55208
Târgşoru Vechi,8460,25.91667,44.86667
Sultana,1137,26.85424,44.26062
Suciu de Jos,1478,23.9825,47.44584
Sterpoaia,1051,23.43601,44.79058
Ștefan cel Mare,3236,27.64556,44.42639
Şona,4425,24.01667,46.21667
Slava Rusă,1524,28.60557,44.85029
Slatina,78988,24.36667,44.43333
Sânmihaiu de Câmpie,748,24.33589,46.89257
Sâncrai,1023,23.75209,46.29394
Siliştea Crucii,1826,23.47511,44.04341
Şieuţ,2754,24.65,46.98333
Șiclău,1177,21.36834,46.49124
Sicheviţa,2643,21.84861,44.735
Sfârcea,1130,23.54661,44.48613
Șerboeni,1619,24.89355,44.63818
Seimeni,2239,28.06667,44.38333
Secui,1506,23.86319,44.19186
Clanton,8844,-86.62943,32.83874
Frisco City,1223,-87.40138,31.4335
Homewood,25708,-86.80082,33.47177
San Carlos,27471,-54.91824,-34.79123
Estación Porvenir,1055,-57.85371,-32.37085
Ryabovo,3292,31.13333,59.4
Russko-Vysotskoye,4711,29.94404,59.69963
Rovnoye,5228,46.05085,50.7765
Roven’ki,0,38.89144,49.92226
Rostov-na-Donu,1130305,39.72328,47.23135
Rostov,31039,39.41394,57.1914
Romanovka,7746,42.7527,51.74427
Rayevskaya,8518,37.55577,44.83571
Puksoozero,2086,40.6066,62.5903
Proletariy,5240,31.70462,58.43423
Privolzhskoye,1326,46.72361,51.69194
Polyarnyye Zori,15092,32.49806,67.36611
Pinyug,2915,47.78425,60.25095
Peterhof,73199,29.9,59.88333
Pavlovsk,16087,30.43472,59.68333
Parkovyy,4524,40.14556,45.83306
Pargolovo,11962,30.27626,60.0812
Olonets,10005,32.96976,60.98475
Nyrob,7314,56.72024,60.733
Novoselitskoye,8723,43.43694,44.75083
Novomoskovsk,130982,38.2846,54.0105
Nizhnyaya Maktama,10600,52.4281,54.86356
Nizhniye Vyazovyye,8290,48.52476,55.79877
Nesterovskaya,19186,45.05028,43.23861
Nerl’,2292,40.38931,56.66285
Myurego,4548,47.69304,42.41087
Murygino,7996,49.45822,58.73831
Monastyrshchina,4501,31.83795,54.34961
Mirnyy,3171,48.72939,54.36607
Meshchovsk,4386,35.28083,54.32444
Medvedok,2041,50.0351,57.38913
Mamadysh,14148,51.40797,55.71525
Lomonosov,42505,29.77253,59.90612
Likhoy,3102,40.20556,48.12662
Lezhnevo,7977,40.89174,56.77508
Levokumka,5651,43.15,44.23167
Leshukonskoye,4813,45.7655,64.8977
Kurakh,3364,47.78306,41.58491
Kulebaki,37622,42.5325,55.41333
Kruglolesskoye,3249,42.81417,44.65889
Krasnyy Gulyay,3080,48.33327,54.02821
Krasnoufimsk,43121,57.76686,56.60585
Krasnokholm,6041,54.1567,51.59787
Krasnoborsk,4838,45.93396,61.55978
Krasnoarmeysk,25688,38.13333,56.1
Kotlas,59180,46.64963,61.25745
Kosino,2330,51.27819,58.41272
Korocha,5890,37.18598,50.8132
Kopor’ye,1500,29.042,59.70633
Komarovo,1230,29.80865,60.1866
Kizlyar,8544,44.5944,43.70379
Kirgiz-Miyaki,7673,54.7979,53.6324
Kireyevsk,25513,37.92792,53.93361
Khvalovo,1514,32.73723,59.94774
Khomutovo,4647,37.4388,52.85386
Khlevnoye,6150,39.09316,52.19512
Kazinka,3002,39.82164,52.53817
Kardymovo,4951,32.43111,54.89016
Karaidel’,5184,56.90692,55.83373
Karabash,5149,52.58359,54.693
Kalinin,3423,39.51088,47.24678
Kadoshkino,4763,44.4191,54.0257
Kadnikov,5312,40.33803,59.50218
Izberbash,42121,47.86447,42.56955
Ivanovskoye,7003,41.8764,44.5795
Gudermes,32769,46.10925,43.35071
Gorodnya,5000,36.31793,56.7055
Glembochino,0,28.3785,56.18758
Garbolovo,3830,30.49551,60.34127
El’brus,3300,42.64435,43.25771
Dukhovnitskoye,5943,48.2137,52.4828
Burtunay,4014,46.63034,42.9886
Bolgar,8640,49.03083,54.97417
Bondari,0,42.06004,52.94975
Bogatyr’,1098,49.9455,53.4298
Bershet’,3489,56.3783,57.7309
Belaya Berëzka,0,33.48228,52.38487
Bavly,22982,53.26023,54.39304
Arbazh,3943,48.30647,57.68041
Alkhazurovo,5452,45.65134,43.0639
Alekseyevka,39848,38.6903,50.63092
Abramovka,3396,41.0202,51.1886
Kontenko,2000,36.83222,45.35806
Yuzhnyy,4504,40.47472,45.0025
Dagomys,20000,39.66863,43.66974
Partsa,3056,42.8617,54.3653
Novyy Kostek,4000,46.82466,43.3353
Pervomayskiy,1103,38.66489,55.06696
Staryy Malgobek,46334,44.59592,43.54437
Zverinogolovskoye,4400,64.85242,54.45397
Zonal’noye,3300,84.9331,52.6665
Vakhrushevo,4152,61.7173,55.2317
Zelenogorsk,71354,94.5985,56.1124
Tevriz,7270,72.4042,57.509
Tazovsky,5981,78.7162,67.4715
Tayshet,37766,98.0044,55.9342
Srostki,3049,85.69923,52.4209
Shushenskoye,18770,91.93556,53.325
Reftinskiy,17673,61.67692,57.09013
Rassvet,3454,91.4724,56.999
Polovinnoye,3530,79.24327,53.75671
Polevskoy,65770,60.18778,56.44222
Pokrovskoye,3573,61.6092,56.4704
Petrokamenskoye,3688,60.6484,57.716
Pankrushikha,5160,80.34056,53.83194
Obukhovskoye,2100,62.612,56.8345
Novoagansk,9907,76.6625,61.9449
Nizhneudinsk,38723,99.0276,54.9076
Nev’yansk,25900,60.2112,57.4953
Krasnoyarka,4006,73.11667,55.33333
Krasnoshchekovo,5463,82.72889,51.67083
Kopeysk,70780,61.62823,55.11722
Khudoyelanskoye,2000,99.63042,54.70375
Beya,5338,90.91389,53.05333
Armizonskoye,4711,67.67361,55.94611
Istok,5670,60.77889,56.79086
Ulan-Ude,360278,107.60627,51.82721
Perfilovo,1300,100.48454,54.41083
Oyëk,3380,104.45556,52.58611
Olyokminsk,8813,120.4203,60.3743
Novaya Bryan’,4860,108.27014,51.71699
Kachug,6971,105.88167,53.96056
Ivolginsk,7109,107.28374,51.74919
Belogorsk,67911,128.47726,50.91644
Novaya Chara,4365,118.29861,56.81639
Ust’-Kamchatsk Staryy,4939,162.47778,56.22778
Zavety Il’icha,9144,140.26989,49.03737
Orotukan,2560,151.67153,62.26423
Gornozavodsk,5579,141.84358,46.55984
Butare,89600,29.73944,-2.59667
Ha'il,605930,41.69073,27.52188
Arar,148540,41.03808,30.97531
Buala,2700,159.59212,-8.14497
Burri Al Drayssah,0,32.5668,15.6037
El Matama,11366,33.3565,16.7095
Täfteå,1305,20.47857,63.8397
Södra Sunderbyn,3162,21.94004,65.65983
Vinninga,1033,13.26667,58.45
Valla,1485,16.38333,59.01667
Valje,1067,14.54388,56.06279
Tygelsjö,3420,13,55.51667
Tormestorp,1043,13.74516,56.1135
Särö,2982,11.9321,57.50577
Ryd,1474,14.68333,56.46667
Ramnäs,1333,16.2,59.76667
Örkelljunga,5193,13.27773,56.28338
Lund,87244,13.19321,55.70584
Lindesberg,9571,15.2304,59.59202
Lilla Edet,3772,12.13333,58.13333
Hässleholm,19309,13.76638,56.15905
Gånghester,2533,13.01667,57.7
Forsbacka,1754,16.88333,60.61667
Finspång,12807,15.76739,58.70578
Ekeby-Almby,1531,15.33,59.26
Charlottenberg,2368,12.30398,59.88422
Bor,1263,14.16667,57.11667
Arvika,13926,12.58518,59.65528
Arvidsjaur,4655,19.16682,65.59033
Angered,1062,12.09852,57.78628
Åkersberga,32659,18.29967,59.47944
Vrhnika,8413,14.29484,45.9635
Vransko,808,14.95139,46.24389
Rakek,2152,14.31111,45.81333
Radlje ob Dravi,2811,15.22639,46.61417
Postojna,9183,14.21528,45.77435
Moste,1234,14.55139,46.195
Morje,1032,15.62139,46.44444
Loški Potok,0,14.58028,45.70139
Kanal,1269,13.63972,46.08861
Sveti Jurij,209,16.02347,46.5695
Hrib-Loški Potok,373,14.61674,45.70688
Grad,686,16.1,46.8
Gornja Radgona,3159,15.99222,46.67333
Straža,1996,15.07278,45.78
Dolenjske Toplice,882,15.05917,45.75657
Dobrova,921,14.39186,46.0458
Cirkulane,434,15.99472,46.34408
Bistrica ob Dravi,1368,15.54855,46.55419
Prešov,83897,21.23393,48.99839
Dobšiná,5639,20.36988,48.82073
Nemšová,6136,18.11892,48.96702
Čadca,24670,18.78895,49.43503
Masoyila,3658,-13.19101,8.61119
Barma,7529,-11.33059,8.34959
Touba,529176,-15.88333,14.85
Foundiougne,5306,-16.46667,14.13333
Bignona,26237,-16.22639,12.81028
Tayeeglow,2119,44.51111,4.01897
Juayúa,9936,-89.74556,13.84139
El Paisnal,1641,-89.21861,13.97361
‘Arīqah,0,36.48342,32.88994
‘Uqayribāt,0,37.46442,35.0431
Tall Salḩab,0,36.38461,35.25884
Şūrān,30716,36.74848,35.29193
Sirghāyā,0,36.15787,33.8104
Maḑāyā,0,36.10354,33.69032
Kinnsibbā,0,36.164,35.7441
Khushām,0,40.28916,35.30088
Kafr Takhārīm,22436,36.51522,36.1168
Junaynat Raslān,0,36.124,34.92789
Damascus,1569394,36.29128,33.5102
Brummānat al Mashāyikh,0,36.17083,35.01883
Bi’r al Ḩulw al Wardīyah,0,41.03528,36.69694
‘Awaj,0,36.40444,34.90704
As Sukhnah,0,38.8711,34.88533
As Sabkhah,0,39.26268,35.81182
Al ‘Arīmah,0,37.72113,36.47296
Bhunya,3046,31.01667,-26.55
Ngama,12438,17.16667,11.78333
Bongor,27770,15.37425,10.28088
Kara,104207,1.18611,9.55111
Dapaong,33324,0.20762,10.86225
Tha Sala,0,99.93078,8.66733
Suan Phueng,0,99.33961,13.5429
Ratchaburi,92448,99.81712,13.53671
Phipun,0,99.60703,8.56036
Kra Buri,0,98.77266,10.40429
Ban Ko Kaeo,10136,98.39664,7.93599
Ban Karon,7094,98.2985,7.84769
Bang Phae,29548,99.92982,13.69157
Yang Si Surat,0,103.10311,15.68361
Yi-ngo,0,101.70625,6.40297
Wanon Niwat,0,103.75241,17.63391
Tak Bai,17241,102.05461,6.25947
Sam Khok,0,100.52264,14.0655
Sai Buri,14356,101.61675,6.70131
Phon Sai,0,103.99642,15.48797
Phai Sali,13088,100.64937,15.60003
Nong Yai,0,101.37226,13.15515
Nong Phai,27756,101.06183,15.99025
Nakhon Sawan,91802,100.13717,15.70472
Khu Mueang,0,103.00167,15.2716
Chiang Khong,14505,100.40461,20.26125
Nong Don,0,100.7094,14.68488
Khlong Hoi Khong,0,100.38885,6.89865
Ban Talat Bueng,26113,101.00314,13.07147
Aranyaprathet,20236,102.50128,13.69276
Patong,14797,98.29661,7.89607
Pathum Wan,0,100.5239,13.73649
Saphan Sung,0,100.68531,13.77019
Phu Kam Yao,0,99.97011,19.2705
Tha Takiap,0,101.61133,13.44547
Khok Pho Chai,0,102.399,16.08375
Sirindhorn,0,105.39222,15.20084
Sam Chai,0,103.54106,16.86322
Mŭ’minobod,11955,70.03213,38.10714
Kirov,7696,68.85905,37.81908
Khovaling,0,69.97531,38.34194
Gharavŭtí,8474,68.44668,37.56703
Bŭstonqal’a,4900,68.83125,37.84783
Tunis,693210,10.16579,36.81897
Radès,59998,10.27468,36.76946
Menzel Heurr,4717,10.95757,36.72818
Gremda,33744,10.72059,34.79075
Monastir,71546,10.82617,35.77799
Port el Kantaoui,6000,10.59434,35.89239
Yozgat,87881,34.80444,39.82
Yerköy,35294,34.46722,39.63806
Yeniköy,3269,41.05004,37.88042
Yaprakbaşı,1483,40.54635,37.65409
Yalıhüyük,6116,32.08548,37.30077
Siirt,114034,41.94134,37.9293
Sarayköy,18937,28.92516,37.92448
Pasinler,24553,41.66997,39.97975
Örenşehir,0,36.64929,38.99843
Ören,0,27.96723,37.03609
Narlı,0,37.13614,37.39148
Mağaralı,1276,38.07444,36.96889
Kuyucak,0,38.34365,37.86306
Küçüksu,0,42.31905,38.43899
Kilis,82301,37.115,36.71611
Keskin,49679,33.61361,39.67306
Kalkan,3000,29.41369,36.2651
İkizce,0,32.66097,39.59516
İçören,1677,41.09647,37.55738
Selçuklu,0,32.49222,37.8842
Hilvan,16990,38.95505,37.58687
Haydarlı,0,30.38583,38.25972
Hacıbektaş,6873,34.5577,38.94077
Payamlı,0,38.61337,37.03651
Gaziemir,0,27.12918,38.32392
Foça,15189,26.75656,38.6703
Ertuğrul,0,27.70672,39.57578
Dicle,13017,40.0645,38.36571
Dedeli,0,43.05524,39.17435
Dağlıca,0,44.08528,37.36658
Çavuşlu,8555,41.25108,37.50018
Büyük Kardeş,1066,41.03436,37.27183
Bozkurt,4109,29.60972,37.82417
Bozkır,10958,32.24736,37.18963
Borlu,0,28.46744,38.75291
Argıthanı,0,31.71452,38.29259
Aralık,0,44.51917,39.87278
Anamur,57128,32.83691,36.07508
Aşağıokçular,2008,36.14033,36.17802
Yakuplu,28811,28.67582,40.98894
Tekkeköy,17226,36.46,41.21167
Reşadiye,0,37.3375,40.39194
Pınarbaşı,2491,33.11099,41.60388
Niksar,49865,36.95167,40.59167
Meriç,2921,26.42097,41.19183
Kumburgaz,11949,28.48033,41.02108
Kocadere,1137,29.03,40.63
Kastamonu,70402,33.77528,41.37805
Kargı,0,34.48744,41.13373
Oğuzlar,0,34.70275,40.75353
İntepe,0,26.33287,40.01333
Gümüşova,0,30.94111,40.84694
Göynücek,2796,35.525,40.39917
Gölova,4809,38.60667,40.06194
Gediksaray,0,35.62627,40.44529
Eymir,0,35.20788,40.01927
Digor,0,43.40997,40.36896
Çöpköy,0,26.82278,41.21972
Çamoluk,0,38.73006,40.12732
Adalar,7335,29.13306,40.86778
Bilecik,40285,29.97932,40.14192
Atkaracalar,5088,33.07556,40.81593
Arnavutköy,198165,28.7402,41.18355
Amasra,6177,32.38633,41.74633
Ortaköy,0,30.67686,40.97305
Port of Spain,49031,-61.51889,10.66668
Pingtung,0,120.48814,22.67135
Ngara,16890,30.65583,-2.51222
Kibakwe,19526,36.36667,-6.71667
Chanika,30905,38.01667,-5.41667
Bukoba,70628,31.81222,-1.33167
Namikupa,11733,39.6,-10.83333
Olenevka,1441,32.53333,45.38333
Yarmolyntsi,7381,26.83437,49.19271
Yarkoye Pole,948,34.31834,45.61293
Verkhivtseve,10262,34.24003,48.48127
Velyka Berezovytsya,8391,25.61231,49.49869
Tsvetochnoye,2681,34.38521,45.08655
Trudove,1505,29.39804,45.61865
Trostyanets,7584,29.22742,48.50915
Chystyakove,53725,38.59685,48.03876
Tokmak,29573,35.70836,47.25554
Terebleche,1446,26.05859,48.01592
Tarashcha,12952,30.49967,49.55883
Svitlodolynske,1034,29.58732,46.09137
Suvorove,4586,28.98179,45.58174
Sukhyi Lyman,1277,30.6458,46.39213
Storozhynets,14198,25.72144,48.15938
Stetseva,3076,25.57411,48.52638
Stanytsia Luhanska,12505,39.48358,48.66247
Jamestown,3433,-120.4227,37.95326
Koreatown,124281,-118.30091,34.05779
La Cañada Flintridge,20246,-118.18785,34.19917
La Riviera,10802,-121.3569,38.56685
Ladera,1426,-122.1983,37.39994
Las Lomas,3024,-121.73495,36.86523
Lincoln,46474,-121.29301,38.89156
Loma Linda,24045,-117.26115,34.04835
Lucerne,3067,-122.79638,39.09017
Mentone,8720,-117.13448,34.07001
Mesa Verde,1023,-114.73107,33.60586
Modesto,211266,-120.99688,37.6391
Mojave,4238,-118.17396,35.05247
Needles,4984,-114.61413,34.84806
Occidental,1115,-122.94833,38.40741
Palm Desert,51869,-116.37697,33.72255
Palos Verdes Estates,13682,-118.39245,33.80105
Pedley,12672,-117.47588,33.97529
Portola Hills,9083,-117.63116,33.67919
Ripon,15151,-121.12438,37.74159
San Juan Bautista,1961,-121.538,36.84551
Selma,24414,-119.61208,36.57078
Trabuco Canyon,3000,-117.59033,33.66252
Vallejo,121692,-122.25664,38.10409
Waldon,5364,-122.05552,37.92631
Aurora,359407,-104.83192,39.72943
Del Norte,1604,-106.35337,37.67889
Englewood,33082,-104.98776,39.64777
Glenwood Springs,9906,-107.32478,39.55054
Littleton,46368,-105.01665,39.61332
Leoti,1484,-101.35877,38.47974
Capitan,1392,-105.5722,33.54536
Chama,1004,-106.57948,36.90307
La Union,1106,-106.66166,31.95066
South Valley,40976,-106.67808,35.01005
Texico,1119,-103.05134,34.38869
University Park,4192,-106.75334,32.28343
Eureka,610,-115.96061,39.51271
Fallon,8458,-118.77737,39.47353
Agua Dulce,3014,-106.13887,31.65511
Andrews,13816,-102.54572,32.31872
Aspermont,868,-100.22733,33.13343
Miami,589,-100.63819,35.69143
Sterling City,1049,-100.98483,31.83625
Van Horn,1928,-104.83073,31.04029
Hurricane,15501,-113.28995,37.17526
Bayside,17132,-124.06367,40.84235
Burney,3154,-121.66082,40.88238
Chester,2144,-121.23191,40.30627
Johnstonville,1024,-120.58745,40.38434
Craig,8844,-107.54645,40.51525
Erie,21420,-105.04998,40.05026
Hudson,1571,-104.64302,40.07359
Mead,4476,-104.99859,40.23332
Severance,3697,-104.85108,40.52415
Arco,857,-113.30028,43.63657
Filer,2691,-114.60782,42.57019
Hailey,8134,-114.31532,43.51963
Hansen,1249,-114.30101,42.53068
Harlowton,979,-109.83435,46.43551
Lolo,3892,-114.08094,46.75881
Velva,1260,-100.92932,48.05612
Chadron,5775,-102.99991,42.82942
North Platte,24194,-100.76542,41.12389
Amity,1641,-123.20733,45.11567
Brookings,6476,-124.28398,42.05261
Cascade Locks,1159,-121.89064,45.66984
Central Point,17995,-122.91643,42.37596
Damascus,10952,-122.45898,45.41762
King City,3680,-122.80399,45.40262
Lincoln City,8536,-124.01789,44.95816
Scappoose,6954,-122.8776,45.75428
Sherwood,19283,-122.8401,45.35651
Benson,1485,-111.93022,41.78743
Bountiful,43784,-111.88077,40.88939
Elk Ridge,3183,-111.67687,40.01134
Blaine,5056,-122.74712,48.99372
Colfax,2870,-117.36435,46.88017
Darrington,1376,-121.60151,48.25539
Freeland,2045,-122.52598,48.00954
Grandview,11176,-119.9017,46.25097
Hobart,6221,-121.97289,47.42177
Port Orchard,13607,-122.63625,47.54037
Raymond,2815,-123.73294,46.68649
Wenatchee,33636,-120.31035,47.42346
Pine Bluffs,1146,-104.06912,41.18193
Kahului,26337,-156.47432,20.88953
Wailua,2254,-159.33781,22.05271
‘Ewa Villages,6108,-158.0397,21.34127
Hawaiian Paradise Park,11404,-154.97306,19.59333
Dutch Harbor,4376,-166.5422,53.8898
Stevenson Ranch,17557,-118.57372,34.39048
Peaceful Valley,3324,-122.14733,48.93815
Oxoboxo River,3165,-72.12502,41.44391
Braintree,37297,-71.00215,42.20384
Pennsville,11888,-75.51659,39.65345
Seaside Park,1551,-74.07708,39.92679
Vincentown,24664,-74.74849,39.934
Five Points,1824,-84.19299,39.56867
Lancaster,39766,-82.59933,39.71368
Newport,1003,-81.22678,39.39091
Frederick,3692,-99.01841,34.39203
Guthrie,11270,-97.42532,35.87894
Haskell,1979,-95.67415,35.82038
Hinton,3244,-98.35562,35.47144
Jay,2483,-94.7969,36.42119
Longtown,2739,-95.51276,35.24538
Madill,3923,-96.77167,34.09038
Rush Springs,1275,-97.95698,34.78257
Stigler,2766,-95.12302,35.25371
Tishomingo,3075,-96.67861,34.23621
Lake Heritage,1333,-77.18387,39.80954
Mont Alto,1733,-77.55832,39.84426
Mount Pleasant,4497,-77.07554,39.73371
Swarthmore,6211,-75.34991,39.90206
Willow Street,7578,-76.27635,39.97927
Burnettown,2673,-81.849,33.51541
Garden City,9209,-79.00865,33.59295
Hilton Head,37099,-80.75261,32.21632
Holly Hill,1237,-80.4137,33.32266
Lake City,6788,-79.75535,33.871
Saint Stephen,1697,-79.92174,33.40433
Church Hill,6719,-82.71349,36.52232
Cowan,1704,-86.01054,35.16453
Lakewood,2302,-86.63555,36.24311
McKenzie,5296,-88.51866,36.13256
Midway,2491,-82.42375,36.30011
Pulaski,7617,-87.03084,35.1998
Rural Hill,2007,-86.47916,36.11673
Tracy City,1440,-85.73608,35.26036
Troy,1318,-89.16396,36.33868
Unicoi,3561,-82.34958,36.19539
Abilene,125182,-99.73314,32.44874
Addison,15518,-96.82917,32.96179
Arcola,1668,-95.46578,29.49607
Bayou Vista,1592,-94.93853,29.32635
Beaumont,115282,-94.10185,30.08605
Brownsville,183887,-97.49748,25.90175
Buffalo,1887,-96.05802,31.46379
Bunker Hill Village,3957,-95.52994,29.76745
Channelview,38289,-95.11465,29.77606
Cleburne,30020,-97.38668,32.34764
