name,population,longitude,latitude
Los Remedios,1854,-102.67954,19.9781
Lo de Lamedo,1356,-104.93945,21.53843
Ejido La Quemada,1272,-107.02152,28.84761
La Primavera,2310,-103.56543,20.72302
La Palma,3787,-102.7585,20.1478
La Monja,1159,-100.49754,20.84275
Caimanero,1500,-108.44247,25.60564
Banderas del Águila,1274,-105.3395,23.92596
Ascensión,13456,-107.99687,31.0926
Jiménez,1568,-103.35733,25.83051
Janos,2738,-108.19431,30.88909
Jalpa,14199,-102.97919,21.63448
Ixtapan del Oro,963,-100.26459,19.26303
Huiramba,3007,-101.43651,19.54606
Huepaco,1374,-108.86056,25.98417
Guerrero,959,-100.38048,28.30992
La Estancia de San José del Carmen,1218,-100.86083,20.29555
Emiliano Zapata,2050,-103.88784,24.44218
Seis de Enero,1372,-103.6015,25.52052
El Nayar,3308,-104.69541,23.96422
El Limón,3102,-104.15633,19.82546
El Chante,1880,-104.20025,19.718
Villa Insurgentes (El Calabazal),1355,-103.8425,23.74306
Ejido Tabasco,1029,-114.92659,32.56187
Ejido Quintana Roo,2311,-115.0825,32.46844
Gambino,1151,-108.3868,25.65168
Cuautitlán,2597,-104.35928,19.45135
Chapala,21596,-103.19123,20.29616
Cantuna,1056,-103.3463,23.6246
Buenavista,2163,-103.85187,20.56811
Asientos,4517,-102.0894,22.23836
Agua Gorda,1023,-101.92182,22.10669
Valladolid,1411,-102.315,22.02111
La Punta,2416,-102.29212,22.32411
Santa María de la Paz,1026,-102.25697,22.38786
La Escondida,1318,-102.25931,22.03573
Doctor Mora,5140,-100.31966,21.14246
Mezquite de Sotelo,1295,-101.50287,21.00825
Zapote de Cestao,1125,-101.67596,20.48362
El Puesto,1249,-100.82763,20.4689
El Escoplo,1011,-101.51127,20.91004
Epitacio Huerta,1222,-100.29321,20.13493
San Antonio Villalongín,2621,-100.75271,19.53456
Parícuaro,2284,-100.45867,19.26133
Corral Falso,1322,-100.46004,17.17276
Los Olvera,3539,-100.40795,20.53434
Dolores Cuadrilla de Enmedio,1642,-100.07967,20.35257
El Rosario,2117,-100.06583,20.3918
Laguna de Vaquerías,1295,-100.13515,20.35392
El Barrancón del Tío Blas (El Barrancón),1050,-97.71694,25.01556
La Isla de Chapachapa,1004,-96.88208,20.12186
Santa Teresa,36845,-99.23333,19.845
Lomas del Sur,19413,-103.4175,20.4925
Fraccionamiento Geovillas los Pinos,12840,-96.22639,19.21722
Pomoca,10864,-92.93056,18.04972
Marte R. Gómez (Tobarito),8700,-109.88583,27.36778
Santa Catarina Ayometla,7992,-98.21361,19.19833
Ciudad Coahuila (Kilómetro Cincuenta y Siete),5617,-115.0025,32.19556
Campestre las Palomas [Fraccionamiento],4488,-103.45167,20.81778
San Bernabé Temoxtitla,4338,-98.33083,18.99722
Tacopan,4248,-97.43111,19.8375
Peña Flores (Palo Verde),3867,-98.96833,18.86722
San Antonio Gallardo,3438,-100.76778,20.62833
Cuarta Brigada,2973,-101.28001,20.62194
El Huarache (El Guarache),2709,-103.48667,25.52
El Cid,2578,-98.92694,19.86722
San Jerónimo Almoloya,2482,-98.01056,18.94111
Jorobas,2439,-99.24833,19.82389
Hacienda la Cruz [Fraccionamiento],2373,-100.26278,20.63333
Colonia Campesina,2365,-105.52667,28.14028
Pueblos Unidos,2287,-107.15139,24.2925
Texalpan de Arriba,2142,-95.24417,18.42944
Mariano Balleza,2087,-106.34611,26.95389
Otilpan,2005,-96.97667,19.55722
Manuel Villalongín,1906,-101.52667,20.2375
Buenavista de Juárez,1892,-97.82778,18.945
San Sebastián [Fraccionamiento],1862,-102.27111,21.82139
Cerro las Iguanas,1844,-95.19972,18.41083
Atlamajac,1737,-98.54722,17.55528
Colonia Agrícola Analco,1712,-99.475,19.34972
Monclova Primer Sector,1667,-100.40306,25.81472
Hacienda Sotavento,1583,-96.18139,19.13361
Istaro,1567,-101.75361,19.32806
Xocoyolzintla,1566,-98.98194,17.71278
Camelia Roja,1560,-96.20806,18.02833
Cerro de San Francisco,1518,-99.35162,19.37038
Cozotlán Norte,1505,-98.86,19.70833
Santa Teresita de Don Diego,1487,-100.77861,20.88
Tlacoapa,1486,-98.74861,17.26361
San Martín Obispo (San Martín San Pedro),1483,-100.07472,19.31944
Entronque de Matehuala (El Huizache),1467,-100.45889,22.925
El Potrerillo (Potrerillo del Rincón),1460,-98.73083,16.95806
Cantioc,1426,-92.40694,17.26222
Sibaniljá Pocolum,1419,-92.46111,16.87639
Adolfo Moreno,1413,-97.23806,19.72472
Colonia Reforma Tlalmimilolpan,1389,-99.48889,19.38806
San José de Abajo,1379,-96.77722,18.77583
Lomas de San Pablo,1354,-98.91778,19.2025
Cumbres III,1337,-102.2375,21.92222
Residencial Tajín,1314,-97.41694,20.59806
Potrerillo,1300,-93.13472,18.25472
Gabriel Hernández (Mancinas),1256,-104.02444,23.81167
Loma de San Francisco,1252,-99.80917,19.28333
Licenciado Gustavo Díaz Ordaz (18 de Marzo),1239,-91.00278,18.63222
Izotepec,1232,-99.95444,17.585
El Llano del Compromiso,1174,-99.47917,19.25472
Jagüey Blanco,1152,-99.15222,20.27639
Emiliano Zapata (Casahuates),1120,-98.95889,18.93056
San Antonio de los Tepetates,1118,-101.67611,21.04472
Fraccionamiento Villas de Guanajuato,1114,-101.29806,20.96028
Miguel Utrilla (Los Chorros),1113,-92.47972,16.94278
Arvenza Uno,1107,-92.72028,16.77972
Santiago Centro,1101,-98.86361,21.20528
Guadalupe Victoria,1082,-97.60556,19.10444
Concentración 5 de Febrero,1080,-108.62944,25.85639
Tlatilpa,1078,-97.14417,18.73389
Loma de Yerbabuena,1073,-101.44944,21.06056
Guadalupe Morelos,1058,-97.80417,19.02556
San José Independencia,1053,-96.945,18.75583
Fraccionamiento del Valle,1052,-116.26056,31.91139
El Camalote,1046,-96.62361,15.8725
Tlacuilola,1045,-98.86806,21.2375
Campo de Águila,1042,-94.98611,18.0675
La Esperanza (El Zapotal),1031,-93.16417,15.44917
Tlaminca,1007,-99.43999,19.13571
El Colorado,1001,-99.76278,20.09639
La Concepción,1092,-98.90008,19.60164
Teocalco,1123,-99.28289,20.08582
Colonia Morelos,2915,-99.74599,19.24647
Pekan Nenas,23292,103.5141,1.51
Segamat,69816,102.8158,2.5148
Kampung Ayer Keroh,37716,102.2801,2.2654
Batu Feringgi,20000,100.24529,5.4709
Tasek Glugor,135786,100.49849,5.48032
Sungai Petani,228843,100.48772,5.647
Kuala Besut,2400,102.55514,5.83303
Bemban,14329,102.3746,2.2684
Montepuez,72279,38.99972,-13.12556
Mocímboa,27909,40.35,-11.31667
Bairro 25 de Junho B,0,32.5775,-25.90111
Uruobo-Okija,13898,6.84312,5.90016
Siluko,7920,5.16005,6.53589
Somolu,0,3.3742,6.53891
Oyo,736072,3.93235,7.85367
Otu-Jeremi,0,5.87829,5.43818
Orodo,8527,7.03333,5.61667
Ngurore,8139,12.24026,9.28871
New Bussa,0,4.50854,9.88644
Miga,0,9.71362,12.2388
Mgbidi,0,6.88869,5.73236
Marte,15707,13.8293,12.36532
Lapai,16442,6.57089,9.04439
Kiyawa,17704,9.6069,11.78442
Kirfi,0,10.40451,10.40556
Jahun,0,9.62757,12.07629
Ijebu-Ife,5733,4.03386,6.77837
Gamboru,84672,14.2069,12.37299
Billiri,0,11.21794,9.89024
Azare,105687,10.19069,11.67478
Anchau,15538,8.39233,10.96245
Akure,420594,5.19312,7.25256
Akanran,0,4.02557,7.28075
Abejukolo,0,7.50907,7.86808
Onuebonyi Echara,0,8.15157,6.0954
Sunkani,0,11.25757,8.70298
Teustepe,4287,-85.79798,12.4203
Santa Teresa,0,-86.16312,11.80299
Diriomo,10113,-86.05184,11.87631
Zwaagdijk-Oost,1240,5.14028,52.7075
Zutphen,36188,6.20139,52.13833
Zundert,6835,4.65556,51.47167
Zandberg,5300,4.78472,51.57333
Zaltbommel,26383,5.24444,51.81
Taneatua,1497,177.01667,-38.06667
Silverstream,3600,175,-41.15
Richmond,18000,173.18333,-41.33333
Rahotu,2067,173.8,-39.33333
Ngaio,5590,174.77394,-41.25039
Mornington,2880,170.46667,-45.88333
Maungatapere,1007,174.2,-35.75
Mangatainoka,1940,175.86352,-40.41513
Halswell,9620,172.56667,-43.58333
Foxton Beach,2150,175.22716,-40.46384
Dunedin,133300,170.50361,-45.87416
Drury,1620,174.95,-37.1
Awakeri,2289,176.9,-38
Tauranga,155200,176.16667,-37.68611
Saint Kilda,5680,170.4901,-45.89838
Sawyers Bay,1095,170.6001,-45.81838
Cashmere,6710,172.628,-43.5678
Vogeltown,5610,174.0802,-39.07824
Raumanga,5770,174.30578,-35.74488
Morningside,2490,174.31994,-35.73481
Botany Downs,5260,174.91788,-36.90596
Cockle Bay,4310,174.94019,-36.8982
Mellons Bay,4160,174.9299,-36.88295
Te Atatu South,16400,174.64768,-36.86472
Days Bay,2180,174.90719,-41.28148
Woburn,1850,174.90019,-41.21827
Crofton Downs,1700,174.76218,-41.25729
Aidanfield,4110,172.5686,-43.56666
Shināş,48009,56.46698,24.7426
Al Khābūrah,50223,57.09313,23.97144
Weert,48662,5.70694,51.25167
Wapenveld,3995,6.07361,52.42917
Valkenswaard,31071,5.45972,51.35083
Piedras Gordas,510,-80.51137,8.63886
Ugchelen,3475,5.93177,52.18464
Steenwijkerwold,1720,6.06389,52.80417
Llano Tugrí,0,-81.71194,8.47917
Steenderen,1950,6.1875,52.06417
Son,4930,5.49282,51.51136
Las Palmas,13,-80.49728,7.68314
Scharnegoutum,1540,5.67822,53.06051
Ruinen,2610,6.35417,52.7625
Rhoon,18250,4.42222,51.8575
El Rincón,1341,-80.6151,8.11961
Oudkarspel,3170,4.80556,52.71583
Oosterhoogebrug,2210,6.60141,53.22892
El Picador,163,-81.25496,8.37954
Olst,4780,6.10972,52.3375
Oldebroek,3275,5.90139,52.445
El Nancito,288,-81.73207,8.24124
Obergum,1675,6.51667,53.33333
Cristóbal,2366,-79.90444,9.35222
Chimán,786,-78.63335,8.71596
Chiguirí Arriba,509,-80.18906,8.67545
Cerro Silvestre,0,-79.67991,8.9402
La Arenosa,319,-79.94958,9.04223
Lajero,617,-81.77012,8.29003
Yurimaguas,41827,-76.12234,-5.90181
Túcume,7043,-79.85725,-6.50637
Tabaconas,443,-79.28278,-5.31472
Sechura,23020,-80.82222,-5.55694
Salinera Colán,14210,-81.06667,-5.03333
Magdalena,0,-78.66667,-7.25
La Cuesta,75,-78.71667,-7.91667
Noordbroek,1665,6.87361,53.195
Middelrode,1465,5.41944,51.66417
Leuken,3805,5.7346,51.25288
Leens,1675,6.37917,53.36
Hummelo,1010,6.23333,52.00417
Het Loo,1330,5.95275,52.2339
Hagestein,1450,5.12222,51.98083
Gorinchem,34736,4.97243,51.83652
Enkhuizen,17365,5.29167,52.70333
Emst,1310,5.97361,52.31583
Eindhoven,209620,5.47778,51.44083
Eersel,18185,5.31806,51.3575
Chillia,0,-77.48333,-8.1
Chacas,0,-77.38333,-9.23333
Cañaveral,351,-80.65083,-3.94167
Aguas Verdes,9106,-80.245,-3.48139
Puerto Callao,0,-74.57361,-8.35806
Yangas,568,-76.84686,-11.69509
Villa Rica,7448,-75.26972,-10.73944
Velille,0,-71.88528,-14.50889
Santa María,14853,-76.89329,-12.00538
San Pedro de Cajas,5758,-75.86116,-11.25061
San Jerónimo,5609,-73.36388,-13.65138
Quilmaná,6442,-76.38112,-12.9486
Queropalca,863,-76.80332,-10.18191
Ninacaca,0,-76.11667,-10.85
Maranganí,3709,-71.16924,-14.35672
Ede,67670,5.65833,52.03333
Bussum,31334,5.16111,52.27333
Broeksterwâld,1115,5.99648,53.27466
Bangert,1470,5.1801,52.73582
Groenswaard,5160,4.64541,52.05154
Tofte,3109,10.56138,59.54275
Sveio,1529,5.35178,59.5419
Stryn,7207,6.7179,61.90259
Skien,50595,9.60897,59.20962
Moss,49668,10.65771,59.43403
Moelv,4049,10.7,60.93333
Melhus,6393,10.27806,63.28555
Larvik,23113,10.03517,59.05328
Kviteseid,640,8.49267,59.40223
Kristiansund,24013,7.72795,63.11045
Kongsberg,17667,9.65017,59.66858
Hauknes,1864,14.06667,66.28333
Flateby,3175,11.15345,59.82951
La Esmeralda,0,-74.6,-12.63333
Eidsvoll,0,11.26264,60.3311
Huayucachi,5827,-75.23333,-12.13333
Dokka,2924,10.07362,60.835
Huanuara,750,-70.32221,-17.31362
Ørsta,6337,6.12904,62.19983
Cullhuas,559,-75.17179,-12.22282
Frydenberg,1500,10.78875,59.92879
Coyllurqui,0,-72.43083,-13.83639
Bergset,0,11.07769,61.89126
Cotaruse,539,-73.20516,-14.41578
Rājbirāj,69803,86.74796,26.53968
Cojata,0,-69.36667,-15.01667
Īṭahari̇̄,47984,87.27403,26.66371
Cocharcas,529,-73.73917,-13.61103
Alofi,624,-169.91957,-19.05294
Chilcas,252,-73.90694,-13.17139
Wigram,11150,172.55,-43.55
Chasquitambo,0,-77.6,-10.3
Whitford,3015,174.96667,-36.93333
Caraybamba,630,-73.16074,-14.37833
Carac,375,-76.78028,-11.19194
Canis,662,-77.17112,-10.3383
Ayacucho,140033,-74.22321,-13.15878
Alis,198,-75.78694,-12.27861
Aucara,0,-73.97611,-14.28083
Providencia,265,-78.24,-6.2975
Yanahuanca,0,-76.51667,-10.49139
Saño,0,-75.25685,-11.95671
San Francisco De Borja,105076,-76.99876,-12.08911
Tawa,9650,174.82613,-41.17038
Tangiteroria,1800,174.05,-35.81667
Tahunanui,2880,173.24573,-41.28706
Silverdale,2540,174.67764,-36.6187
Ponsonby,5710,174.73333,-36.85
Otorohanga,3310,175.2,-38.18333
La Pradera,10072,-79.886,-6.779
Mapua,1819,173.1,-41.25
Huanchaquito Alto,7282,-79.09746,-8.08791
Kumeu,5570,174.56667,-36.76667
Faaa,29851,-149.60352,-17.55933
Kihikihi,3300,175.35,-38.03333
Anau,1412,-151.72135,-16.50148
Favona,10800,174.8,-36.93333
Buka,0,154.67098,-5.43261
Wairoa,4260,177.36667,-39.03333
Zamboanga,457623,122.07389,6.91028
Burnside,8020,172.56013,-43.49833
Villaba,3266,124.3921,11.2135
Opawa,1360,172.66139,-43.55499
Tupsan,2370,124.77694,9.19917
Stratford,6130,174.28368,-39.33762
Tondod,3182,120.968,15.7182
Awapuni,8292,175.58384,-40.37624
Tiniguiban,3267,119.5049,11.3574
Browns Bay,10550,174.73666,-36.71926
Tiling,3332,122.6544,9.9736
Eastern Beach,2190,174.90019,-36.8682
Telbang,2795,120.06074,16.17241
Chatswood,3540,174.70984,-36.81841
Tapayan,3240,124.26611,7.29444
Titirangi,7490,174.65584,-36.93754
Tantangan,10337,124.74889,6.615
Hamilton West,1671,175.2702,-37.78821
Tambak,2258,124.62342,6.72532
Talibon,11209,124.325,10.14917
Talaga,4655,120.58933,15.38403
Talaga,3231,120.93618,13.73646
Yanqul,16599,56.53969,23.58645
Santiago de Veraguas,45355,-80.98333,8.1
Santa Rita,987,-79.88039,8.85968
Santa Catalina,0,-81.33507,8.78112
San Lorenzo,1025,-82.10256,8.30942
San Francisco,1785,-80.97368,8.24541
Río Hondo,76,-80.35734,7.71429
Rincón Hondo,359,-80.60296,7.84213
Quebrada Bonita Adentro,2229,-79.70628,9.29648
Potuga,795,-80.6209,8.06588
Playa Leona,556,-79.77237,8.78868
Parita,2864,-80.52001,7.99609
Mendoza,729,-79.84856,9.01589
Las Palmas,1291,-81.4541,8.13623
Guzmán,228,-80.58554,8.52264
El Progreso,4292,-79.11488,9.25737
Entradero,1049,-80.21255,8.56674
El Carate,345,-80.2954,7.73198
Woudsend,1375,5.62843,52.94357
Westlaren,1410,6.66469,53.0848
Waterakkers,2805,4.65608,52.5044
Wanroij,2340,5.81806,51.6575
Wageningen,35433,5.66667,51.97
Vroomshoop,8480,6.56528,52.46083
Ven,4430,5.55,51.64
Stepekolk,1995,5.61251,51.455
Schermerhorn,1290,4.89167,52.60083
Schaijk,5970,5.63194,51.74583
Overveen,3685,4.61389,52.39167
Overberg,1379,5.49444,52.04
Oudeschoot,1590,5.95579,52.93343
Ailigandí,1652,-78.02778,9.2281
Agua Buena,1012,-80.39965,7.83682
Barriales,0,-78.38409,8.59396
Bajo Solís,0,-81.53306,8.32708
Guayabito,420,-81.48209,8.53956
Tinco,560,-77.682,-9.27117
Tarapoto,0,-76.36556,-6.50139
Singa,0,-76.81262,-9.38745
Sartimbamba,600,-77.74131,-7.69954
Santa Isabel,0,-74.51667,-5.76667
San Pedro de Lloc,16250,-79.50416,-7.4289
San Jacinto,0,-80.4475,-3.64194
Nieuwolda,1110,6.975,53.24417
Paclas,365,-77.97667,-6.06222
Nieuw- en Sint Joosland,1140,3.65694,51.48333
Nanchoc,264,-79.24222,-6.95972
Mantgum,1105,5.71924,53.12865
Lonya Chico,345,-77.95501,-6.22938
Magele,1020,6.52083,52.46917
Llama,968,-79.12008,-6.51465
Lottum,1170,6.16111,51.46167
Inguilpata,410,-77.95722,-6.24083
Lisserbroek,3360,4.57222,52.25667
Lauradorp,3170,6.04591,50.91229
Kollum,5529,6.15293,53.27695
Kamperland,1610,3.70417,51.57167
Hilvarenbeek,7855,5.1375,51.48583
Haulerwijk,2935,6.33453,53.06468
Harkema,4005,6.13333,53.18333
Gronsveld,2380,5.73056,50.81083
Grijpskerk,2520,6.30833,53.2625
Dronten,28073,5.71806,52.525
De Goorn,3510,4.94722,52.62583
Curgos,0,-77.94333,-7.85972
De Bilt,8945,5.18056,52.11
Chirinos,0,-78.89833,-5.305
Beverwijk,37585,4.65694,52.48333
Cajabamba,13486,-78.05,-7.61667
Berkenwoude,1390,4.70694,51.945
Zapatero,766,-76.49134,-6.531
Bergen op Zoom,66256,4.29167,51.495
Yanque,0,-71.65778,-15.64917
Barendrecht,38672,4.53472,51.85667
Toro,364,-72.92889,-15.26417
Ammerstol,1580,4.80833,51.9275
Tarucani,296,-71.06667,-16.18333
Aalten,19141,6.58056,51.925
Tambo,0,-74.01667,-12.93333
Muschberg en Geestenberg,3836,5.52329,51.44384
San Pedro,0,-71.34167,-14.18667
Kautokeino,2000,23.04116,69.01247
San Miguel,8400,-73.98083,-13.0125
Svelvik,3926,10.40872,59.6137
Puquio,10491,-74.13333,-14.7
Pirca,489,-76.65556,-11.23444
Orurillo,0,-70.51306,-14.73
Minas de Marcona,15478,-75.11028,-15.21194
Ørje,1722,11.66016,59.48023
Molde,31967,7.15912,62.73752
Fyresdal,1198,8.0921,59.18343
Lena,1245,10.81317,60.67391
Kløfta,5942,11.13805,60.07407
Inndyr,649,14.02663,67.03353
Hovden,413,7.3567,59.56045
Progreso,708,-72.47652,-14.07223
Drøbak,11363,10.62975,59.66333
El Cardo,744,-72.72736,-16.60315
Batnfjordsøra,387,7.67251,62.89463
Colcabamba,532,-73.25451,-14.00594
Askim,12482,11.16286,59.58326
Coalaque,365,-71.02139,-16.65056
Ålen,0,11.3013,62.84185
Chivay,4543,-71.60111,-15.63833
Sjølyststranda,1500,10.68017,59.92105
Chinchero,0,-72.04778,-13.39222
Ytrebygda,24044,5.28236,60.30504
Chaupimarca,28666,-76.46168,-10.40696
Sandsli,1070,5.28554,60.30323
Calca,9179,-71.95,-13.33333
Engerdal,0,11.95937,61.75904
Sabaino,737,-72.94515,-14.31279
Borgheim,0,10.40745,59.22629
Huaccana,887,-73.69005,-13.38791
Aksdal,0,5.44553,59.42408
Huancaspata,0,-77.29833,-8.45667
Hornindal,0,6.52418,61.96921
José Leonardo Ortiz,0,-79.85105,-6.74314
Tulsīpur,39058,82.29726,28.13099
Mariano Melgar,0,-71.50262,-16.39919
Ṭikāpur,44758,81.11798,28.52823
Jesus Maria,66171,-77.04495,-12.06982
Janakpur,93767,85.92628,26.72882
Dharān,173096,87.27972,26.81436
Whangarei Heads,1392,174.5,-35.81667
Whakarongo,1644,175.66667,-40.33333
Santa María,1679,-80.66464,8.11402
San Francisco,0,-79.50818,8.99235
San Felipe,3262,-79.53726,8.95118
Palmira Centro,920,-82.4505,8.74156
Llano Ñopo,289,-81.61598,8.42412
La Palma,1144,-80.19202,7.69185
La Cabima,17975,-79.53324,9.118
Jaramillo Arriba,0,-82.4231,8.78621
El Potrero,550,-80.5209,8.52199
El Pedregoso,279,-80.32708,7.69468
Teavaro,2289,-149.76667,-17.5
Papao,10360,-149.55,-17.75
Haapiti,3959,-149.86905,-17.56352
Arawa,40266,155.56598,-6.22977
Biay,2257,119.9067,15.7402
Valencia,5027,123.6126,10.136
Valencia,2429,124.208,9.6097
Uyaan,2601,124.04111,7.86306
Dalmine,22881,9.60617,45.64933
Uson,4395,123.7834,12.2253
Conselice,4486,11.82848,44.51163
Upi,5647,121.83453,17.08262
Concordia Sagittaria,8677,12.82362,45.76118
Uling,4049,123.71,10.28048
Comazzo,1369,9.46278,45.4419
Tutubigan,2030,125.06139,11.83972
Comacchio,8409,12.18194,44.69478
Tubod,7871,125.64472,7.37167
Collesalvetti,3530,10.47523,43.59073
Tiwi,16826,123.6805,13.4585
Cisterna di Latina,27362,12.82808,41.5908
Tiguion,3018,121.861,13.3347
Chiusdino,734,11.0831,43.15454
Tanolong,2779,120.41409,15.80411
Chiusano di San Domenico,1434,14.91634,40.93312
Talisayan,5445,121.92722,6.98722
Chianciano Terme,6162,11.81205,43.04181
Cervesina,1023,9.01676,45.06054
Cellamare,5209,16.92741,41.01969
Celenza sul Trigno,924,14.57893,41.87198
Cavallirio,1115,8.39694,45.66227
Castrocielo,871,13.69588,41.52736
Castrocaro Terme,0,11.94952,44.17556
Castiglione d'Adda,4598,9.69279,45.21702
Castellazzo Bormida,4073,8.579,44.84353
Castel Guelfo di Bologna,2520,11.67591,44.43166
Castel Gandolfo,3694,12.64975,41.74875
Castelcivita,1007,15.23354,40.49367
Cassolnovo,6673,8.8123,45.36106
Caserta,72844,14.33231,41.07262
Casalvolone,815,8.46472,45.39966
Casaloldo,2026,10.47691,45.25436
Tabuan,5390,122.85056,9.51556
Casalgrasso,1258,7.62498,44.81834
Suso,2280,120.4611,17.3594
Carrosio,431,8.83126,44.65776
Sulat,4684,125.45444,11.81028
Carpineto Romano,4483,13.0841,41.6047
Sulangan,2262,122.69,10.83
Cantalupo in Sabina,1284,12.64513,42.30689
Soyung,5418,121.6655,16.7001
Cancellara,1312,15.9247,40.73068
Solo,3065,120.90119,13.74691
Canaro,1494,11.67541,44.93394
Sitangkai,17200,119.39647,4.66115
Sinala,2802,120.97463,13.8057
Silanga,2350,124.84306,11.81806
Siay,2351,122.86306,7.69611
San Vicente,2705,123.2,13.7
San Vicente,2081,124.5657,11.1183
Santo Domingo,0,120.877,15.5873
Santa Angel,2344,122.6408,11.3068
Santa Fe,2231,120.2102,15.0103
San Pedro,2698,121.01041,12.46084
San Pascual,5939,122.97709,13.12888
San Mariano,12441,122.01404,16.98265
San Juan,121430,121.0333,14.6
Calvi dell'Umbria,548,12.56771,42.40421
Calvera,319,16.14362,40.14871
Brusciano,15238,14.42386,40.92237
Brez,473,11.10578,46.4322
Bressanone,15868,11.65598,46.71503
Bovolenta,1510,11.93576,45.26892
Borriana,755,8.0386,45.50781
Borgo Priolo,205,9.14835,44.96632
Borgomasino,738,7.98811,45.36205
Bordighera,9016,7.66451,43.78064
Bonavicina,1435,11.18419,45.24426
Bitetto,11374,16.74806,41.04146
Bicinicco,796,13.253,45.93211
Bibbona,1130,10.5951,43.26822
Besate,2022,8.96964,45.31296
Bernalda,10763,16.68919,40.41261
Beltiglio-San Giovanni,1712,14.75273,41.06239
Bellocchi,3555,13.00565,43.79564
Giacciano con Baruchella,2255,11.4504,45.06718
Barbania,875,7.6345,45.29143
Balsorano Nuovo,1992,13.56069,41.80881
Bagno Roselle,1869,11.13859,42.81114
Bagni di Tivoli,9418,12.71667,41.95
Badesi,1342,8.88235,40.9646
Arquà Petrarca,878,11.72045,45.26911
Argenta,7064,11.83547,44.61397
Apollosa,1114,14.69625,41.09156
Angera,4724,8.57861,45.77555
Anfo,390,10.49382,45.76575
Ancona,89994,13.50337,43.5942
Almenno San Salvatore,5670,9.59699,45.74971
Agliana,14561,11.00531,43.90246
Acquafondata,219,13.95281,41.54282
Sala,2157,12.3834,44.15638
Gorgo al Monticano,3977,12.55,45.79139
Covolo-Levada,2383,12.00515,45.84828
Passons,2649,13.18917,46.06889
Pero,9626,9.08704,45.51017
Valderice,6827,12.61505,38.04005
Lusciano,14107,14.19043,40.97001
Inverso Pinasca,743,7.21841,44.94564
Montafia,216,8.02463,44.98925
Rocca d'Arazzo,274,8.28464,44.87205
Magliolo,569,8.24935,44.19253
Montegrino Valtravaglia,340,8.76743,45.97398
Morbello,459,8.51075,44.60504
Petit Fenis,59,7.46391,45.75115
Basiano,3639,9.46325,45.58248
Bedulita,710,9.55165,45.79138
Oltressenda Alta,194,9.94486,45.91519
Torre de' Negri,315,9.33456,45.14966
Velezzo Lomellina,55,8.73724,45.16336
Villanova,4467,11.97471,45.4889
Ronzo-Chienis,949,10.95008,45.8896
Calvignasco,113,9.02775,45.32597
Pertica Bassa,711,10.37247,45.75339
Roè Volciano,4177,10.48857,45.61199
Andriano,916,11.23137,46.51762
Africo Nuovo,3210,16.1332,38.05067
Madonna del Sasso,446,8.36952,45.79217
Vaglio Serra,151,8.33894,44.79635
Cunardo,2651,8.80773,45.93428
Fonteno,665,10.01856,45.75859
Presezzo,4918,9.57035,45.69208
Marzano,778,9.29505,45.24797
Cella Dati,203,10.22148,45.09527
Campolongo sul Brenta,639,11.7008,45.8271
Barchi,551,12.92823,43.6728
Terzo,428,8.42164,44.67045
Savignone,1234,8.98726,44.56435
Monvalle,1863,8.63088,45.8581
Limido Comasco,2756,8.97984,45.68917
Bariano,4263,9.70366,45.51258
Bosnasco,76,9.35692,45.064
Cagnano Amiterno,330,13.22789,42.45744
Martignana di Po,1864,10.37978,45.01107
Giustino,734,10.76777,46.1513
Roletto,734,7.33232,44.92444
Albera Ligure,65,9.0672,44.70159
Laghi,50,11.27249,45.8245
Rotzo,503,11.39619,45.8619
Montenero Sabino,131,12.81358,42.28123
Cesana Brianza,2221,9.29954,45.81678
Mulazzano,3145,9.39765,45.37237
Bee,585,8.57542,45.96328
Ronago,1251,8.98364,45.83228
Praso,309,10.63627,45.95
Marentino,754,7.87609,45.05368
Villar Dora,2305,7.38352,45.11465
Castiglione Falletto,228,7.97534,44.62254
Faule,447,7.58512,44.80624
Carruba,1099,15.18815,37.69062
San Teodoro,0,8.91,44.41458
Cancello ed Arnone,0,14.02714,41.07301
Corpo Reno,1494,11.30794,44.75591
Marina di Ardea-Tor San Lorenzo,20216,12.54115,41.55439
Sezze Scalo,2865,13.04257,41.49701
San Nicolò,8497,9.6054,45.05685
Mandriola-Sant'Agostino,5908,11.85101,45.36926
Colle Verde,4777,12.61855,41.97694
Villa Rosa,4349,13.92015,42.85059
Piazza Caduti,3541,9.50251,45.70513
Parmezzana Calzana,3341,10.0954,45.6335
Gerbido,2330,7.61408,45.04449
San Gregorio,2313,11.29933,45.34286
Carchitti,2255,12.82955,41.78688
San Tommaso Tre Archi,2011,13.77503,43.22771
Villaggio del Pino-Le Ginestre,1980,15.00377,37.58292
Piana San Raffaele,1971,7.85013,45.1529
San Michele Tiorre,1970,10.26317,44.6853
San Biagio,1762,10.84728,45.09942
Sesto Cremonese,1753,9.9144,45.17568
Girardi-Bellavista-Terrazze,1616,12.5796,42.10266
Ramiola,1496,10.0911,44.70055
Bubano,1450,11.78231,44.41341
Lodetto,1413,10.03175,45.55099
Valle di Vado,1401,8.41397,44.26183
Caprara,1347,10.51158,44.77521
Campochiesa,1239,8.19712,44.07069
Ricca,1220,8.04527,44.66127
Lacugnano,1202,12.3315,43.09475
Il Romito,1197,10.64538,43.64908
Duomo,1075,10.02118,45.5324
San Zeno,1063,10.73046,45.63381
